p_id;descriptions
78400;Salt Skruer fra KiMs har et sprødt og knasende bid, som er kombineret med en dejlig saltet smag. De velsmagende Salt Skruer kan både nydes direkte fra posen, men er også særdeles velegnet til at dyppe i din favorit dip. Servér KiMs Salt Skurer som velkomstsnack til dine gæster, eller nyd dem for dig selv, når du bliver lækkersulten.
66596;Syrlinger fra Haribo er lækre, faste vingummier i flotte grønne, røde, orange og gule farver. De har skønne frugtsmage og er overtrukket med sukker, som giver en ekstra god oplevelse, hvis du ønsker et sødligt pift. Nyd Syrlinger sammen med hele familien en hyggelig eftermiddag eller aften.
90362;BIG Chocolate Salted Caramel fra Corny er en velsmagende snack med blandt andet fuldkornsflager, majsflager, mælkechokolade og saltkaramel. Kombinationen af fuldkorn og chokolade stiller hurtigt den lille sult, hvis den melder sig i løbet af dagen. Snup BIG Chocolate Salted Caramel i pausen eller pak den i tasken, når du har en lang tog- eller biltur foran dig.
30765;Popz Microwave Popcorn har den helt rigtige popcornsmag, som du kender den. Popcornene er tilsat salt og de er færdigpoppede efter få minutter i mikrobølgeovn. Server popcornene i kræmmerhuse til en hyggelig filmaften i selskab med dem, du holder af.
100974;Mini Müsli Bar Banana fra Nordthy er en lækker müslibar, som er nem at have med og lige til at sætte tænderne i. Müslibaren indeholder blandt andet fuldkornsflager, puffede ris samt et lækkert lag af chokolade på den ene side. Spis den lille müslibar fra Nordthy i pausen, eller hav en i tasken, hvis du bliver lækkersulten på farten.    
105908;Svesker fra Salling er tørrede blommer uden sten. Sveskerne har en naturlig sød smag, der egner sig i både det søde og salte køkken. Sveskerne kan anvendes til en masse formål. Prøv eksempelvis at anvende dem til fyld i juleanden eller til en dejlig sveskegrød. 
110847;Grine Bidder fra Castus er små og lækre frugtsnacks, der er formede som sjove figurer. Der er skønne smagskombinationer af søde dadler, syrlige solbær, forfriskende rabarber samt gulerod. De små snacks har et blødt bid og passer perfekt til madpakken. Snup en Grine Bidder fra Castus i frikvarteret, på vej hjem fra træning eller når du er på tur sammen med familien.
56333;Twist blandede chokolader fra Marabou er en sand klassiker i mange danske hjem. Den lækre bladning indeholder karameller og dessertchokolade som alle er overtrukket med mælkechokolade eller mørk chokolade. Forkæl dine gæster med de skønne chokolader fra Marabou.
43615;Frugtstænger med kakaosmag fra Castus er en sød snack til hverdag og weekend. Har en let fast, men stadig blød konsistens, der gør dem nemme at nyde i pausen eller på gåturen. Den søde smag af frugtpålæg ledsages af en skøn kakaosmag, der tilsammen skaber en udsøgt snack. Frugtstænger med kakaosmag fra Castus får sin sødme fra et naturligt indhold af sukker og er helt fri for tilsat sukker. Spis dem, som de er, eller hak dem op og tilsæt dem i et smagfuldt hjemmebagt bananbrød.
15982;Skolekridt fra Fazer er uden gelatine og frister smagsløgene med det stærke saltlakridsfyld og sprøde mentholskal. Pak Skolekridt i tasken, når du skal på en hyggelig familieudflugt eller stil den på bordet til en hyggelig filmaften. <br/> <br/>
39444;Toms Guld Karameller er de klassiske chokoladeovertrukne karameller, som har været en favorit siden 1956. Kombinationen af chokolade og karamel er helt uimodståelig. Snup et par stykker til eftermiddagskaffen, eller tag posen med på picnic - så har du lidt lækkert, når den søde tand skal stilles.
33669;Kinder Maxi er en lækker chokoladebar med et cremet mælkefyld, som er overtrukket med lys chokolade. Nyd chokoladebaren som den er, eller brug den for eksempel som en lille overraskelse i chokoladeboller.
40815;KitKat fra Nestlé er en chokoladebar af sprød vaffel overtrukket med mælkechokolade. KitKat er lavet i et design, som gør den nem at dele i mindre stykker og derfor nem at dele med andre eller spise på farten. <br/> Nyd den søde og sprøde chokolade, når du har lyst til lidt lækkert. 
44949;Corny Big med smag af mælkechokolade er en velsmagende müslibar, som med sin gode størrelse er særdeles velegnet at have med på farten eller som en lille lækker snack i børnenes madpakke.
15779;Toblerone har en skøn smag af lækker schweizisk mælkechokolade, som i kombination med honning og mandelnougat gør den helt uimodståelig. Toblerone kommer i en genkendelig trekantet form, som gør det nemt at knække et stykke eller to af. Server Toblerone for dine gæster, når weekendhyggen skal sikres. Nyd den også helt for dig selv, når du har brug for lidt ekstra selvforkælelse – gerne serveret med en lun kop te eller kaffe.
120038;Mini Pipes fra Skipper's Pipes er små lakridspiber med en intens og fyldig smag. De små piber er perfekte til at tilfredsstille din søde tand og er en god snack til at tage med på farten. Nyd de små lakridspiber alene eller del dem med venner og familie. 
43457;Mini Müsli Bar fra Nordthy er lækre små müslibarer med abrikos og chokolade. De har en dejlig sød smag og en lækkert blødt og sprødt bid. Mini Müslibarerne er perfekt at give med i madpakken som en lækker lille eftermiddagssnack. Tag dem med på farten, så du kan nyde en lækker lige snack, når du er på tur, og dele med dem du holder af på eventyret.
60289;Peaches fra Haribo er søde, bløde vingummier, som er overtrukket med sukker og har en dejlig smag af fersken. Bland ferskenerne i slikskålen sammen med andre favoritter, når weekenden står for døren. 
97121;Gammeldags flæskesvær fra Salling er sprøde snacks, der giver en knasende og saltet fornemmelse i munden. Flæskesværen er fremstillet på traditionelvis af stegt rygsvær fra gris. Nyd dem, som de er, og stil dem på bordet til en hyggelig filmaften eller når du får gæster. 
110709;Tørrede abrikoser har en frugtig sødme over sig og et let syrligt strejf. De er ikke tilsat andet, så derfor fungerer de også super godt som en naturligt sød snack, når lækkersulten melder sig. Hak tørrede abrikoser fra Salling i mindre stykker, og put det i dit bagværk eller konfekt for at tilføje noget naturlig sødme, eller find dem frem når den søde tand trænger til at blive forkælet.
15890;Rittersport Praline er en skøn mælkechokolade fyldt med cremet nougat og fintmalede gyldenbrune hasselnødder, der giver en intens nøddesmag. Med sin milde og gode smag er Rittersport Praline et sikkert hit for både store og små. Nyd den velsmagende Rittersport til kaffen, til en hyggelig filmaften, på farten eller når den søde tand blot skal forkæles.
85685;Det Sure Mix fra Malaco er en slikblanding. Den består af et mix af sure stykker slik, heriblandt sure colaer og sure sutter. I blandingen finder du stor variation i smag og farver, så din smagsoplevelse aldrig bliver ensformig. Det Sure Mix er oplagt til dig, der foretrækker surt slik, men de sure stykker er også lækre at spise sammen med salte lakridser. Spis for eksempel blandingen sammen med lakridsblandingen Super Salt.
32285;American Ranch fra Taffel er sprøde kartoffelchips med en stor smag og en bølgende overflade. Krydderierne efterligner den ærkeamerikanske klassiker Ranch-dressing, og har smag af ost, løg, hvidløg, tomat og syrlig creme fraiche. Hæld American Ranch fra Taffel i en skål og server de knasende chips til næste Super Bowl finale, eller når du skal se film næste gang. 
62531;Rosiner er søde, tørrede vindruer, som både kan spises som snack og bruges i madlavningen. Nyd Sun-Maid Rosiner sammen med saltede og ristede nødder, når du føler dig snacksulten i løbet af dagen. Prøv også at tilføje rosiner i dejen til bløde hvedeboller – de smager helt uimodståeligt, når du serverer bollerne lune med smør.
112562;Flødeboller fra Salling er lækre flødeboller, lige til at sætte tænderne i. Flødebollerne kombinerer forskellige konsistenser med en sprød kiksebund samt luftigt skum, som er overtrukket med vekao – halvdelen er drysset med kokosmel på toppen. Stil de lækre flødeboller fra Salling på bordet til fødselsdagsfesten, eller forkæl dine kolleger med noget sødt på kontoret.
16092;Stjerner fra Malaco har en lækker smag af jordbær. De velsmagende jordbærstænger kan både nydes af børn og voksne og egner sig godt i slikskålen i weekenden eller til børnefødselsdage, hvor de ofte bruges som sugerør. 
111694;Paprika Snack Mix fra Salling er lækre og sprøde chips med paprikasmag. Chipsene er luftige, hvilket er med til at gøre dem ekstra sprøde. De er let krydret med paprika og kan bruges til enhver anledning. Nyd Paprika Snack Mix fra Salling når du bliver snacksulten i løbet af dagen, eller tilføj dem til din snack skål en fredag aften.
110898;Popz Microwave Popcorn saltet har den helt klassiske popcornsmag, som du kender den. Popcornene er tilsat salt og de er færdigpoppede efter få minutter i mikrobølgeovn. Server popcornene til en god film.
129345;National Chips fra KiMs er sprøde chips med en skøn smag af stegt flæsk og sour cream. Smagen af stegt flæsk og sour cream giver chipsene en lækker og kraftig smag, der vil tage dine smagsløg på en rejse. National Chips er perfekte til en hyggelig aften i sofaen, som en snack til en fest eller som tilbehør til en god burger. 
15889;Rittersport Marcipan har en perfekt kombination af søde californiske mandler, en smule bitre mandler og en fast, mørk chokolade, som tilsammen skaber en skøn smagssymfoni. Den skønne chokoladeplade kan både nydes præcis som den er, men kan også hakkes fint og bruges i en hjemmelavet chokoladekage eller i cookies. 
66597;Top Star Mix fra Haribo er en skøn blanding af vingummier og skumslik i alverdens former og farver. Når du går på opdagelse i posen, vil du blandt andet finde flagermus, guldbamser og fisk med forskellige, lækre frugt- og lakridssmage. Forkæl dig selv eller dine gæster med Top Star Mix en hyggelig eftermiddag eller aften.  
87318;Hvid Chokolade fra Budget er til den store chokoladeelsker. Den hvide chokolade er fløjlsblød og intens, som smelter let på tungen og giver en dejlig smagsoplevelse. Nyd den lækre chokolade fra Budget, når du trænger til noget sødt på arbejdet eller er på farten. Du kan også tilføje den til slikskålen sammen med andre favoritter, når den står på weekendhygge derhjemme.
85688;Godt & Blandet Hygge Mix fra Malaco er en slikblanding til lakrids- og vingummielskerne. Blandingen består både af saltlakrids, sød lakrids og vingummi med frugtsmage, der kommer i forskellige forme og figurer. Hav en pose Hygge Mix fra Malaco i skabet til gæsterne eller bare når den søde tand melder sig. Prøv også blandingen som pynt på fødselsdagskagen.
16501;Barbecue Chips fra Taffel er krydrede og sprøde kartoffelchips med inspiration fra USA. Krydderiet er en dejlig kombination af chili, hvidløg og rødpeber, der giver chipsene deres markante og let røgede smag, som det kendes fra en god grillaften. Nyd sprødheden og den store smag til hygge eller til fest med gode venner.
66580;Maoam Bloxx fra Haribo er en samling af lækre frugtkarameller med forskellige smage. I pakken gemmer sig skønne smage af syrlig citron, forfriskende appelsin, delikat kirsebær, sød jordbær og smagfuld hindbær – noget til enhver smag. Maoam Bloxx er ideel at tage med på en udflugt som en lækker snack eller som et sødt indslag til en hyggelig filmaften i gode venners lag.
43588;Sour Cream & Onion fra Pringles er tyndskårede kartoffelchips med en krydret og syrlig smag af løg og creme fraiche. Denne smagskombination på de let sprøde kartoffelchips medvirker til en delikat mundfuld. Chipsene er perfekte som en snack til kolde drinks. Servér Sour Cream & Onion fra Pringles, når du har gæster, eller nyd dem selv, når du er lidt lækkersulten.
88122;Dild Dipmix fra Salling er en lækker krydderiblanding med smag af dild. Blandingen skal oprøres i 2 dl cremefraiche, skyr eller andet syrnet mælkeprodukt. Få en himmelsk mundfuld ved at dyppe dine favoritchips i den smagfulde dip.
83352;Saltede flæskesvær fra Salling er sprøde og giver en knasende fornemmelse i munden. Nyd dem, som de er, og stil dem på bordet til en hyggelig filmaften eller når du får gæster. <br/> <br/>
